54.554,1.9684e-14,-3.9368e-14
54.554,30,-3.9368e-14
54.554,29.544,5.2094
54.554,28.191,10.261
54.554,25.981,15
54.554,22.981,19.284
54.554,19.284,22.981
54.554,15,25.981
54.554,10.261,28.191
54.554,5.2094,29.544
54.554,2.1521e-14,30
54.554,-5.2094,29.544
54.554,-10.261,28.191
54.554,-15,25.981
54.554,-19.284,22.981
54.554,-22.981,19.284
54.554,-25.981,15
54.554,-28.191,10.261
54.554,-29.544,5.2094
54.554,-30,-3.5694e-14
54.554,-29.544,-5.2094
54.554,-28.191,-10.261
54.554,-25.981,-15
54.554,-22.981,-19.284
54.554,-19.284,-22.981
54.554,-15,-25.981
54.554,-10.261,-28.191
54.554,-5.2094,-29.544
54.554,1.4173e-14,-30
54.554,5.2094,-29.544
54.554,10.261,-28.191
54.554,15,-25.981
54.554,19.284,-22.981
54.554,22.981,-19.284
54.554,25.981,-15
54.554,28.191,-10.261
54.554,29.544,-5.2094
